milestone,cohort,label,level,count,example
LEARNING,DEFAULT,Learning and Career Development,4,2,"Ensures all group members' roles are meeting their career needs (e.g., PODs, chapter)"
LEARNING,DEFAULT,Learning and Career Development,4,3,Initiates and oversees the hiring process once approval is given for a new hire
LEARNING,DEFAULT,Learning and Career Development,4,4,Helps the team plan and implement discipline-related learning activities
LEARNING,DEFAULT,Learning and Career Development,4,5,
LEARNING,DEFAULT,Learning and Career Development,4,6,
LEARNING,DEFAULT,Learning and Career Development,5,1,Works with others on their individual goals to understand how those goals align both with project work and Palantir service lines
LEARNING,DEFAULT,Learning and Career Development,5,2,Identifies leadership training opportunities for senior leadership
LEARNING,DEFAULT,Learning and Career Development,5,3,"Pushes everyone to be as good as they can be, with empathy"
LEARNING,DEFAULT,Learning and Career Development,5,4,Provides coaching to group leaders
LEARNING,DEFAULT,Learning and Career Development,5,5,Supports and develops senior leaders
LEARNING,DEFAULT,Learning and Career Development,5,6,Serves as an advisor to company leaders
MENTORSHIP,DEFAULT,Mentorship,1,1,Asks for support and advice
MENTORSHIP,DEFAULT,Mentorship,1,2,Open to receiving feedback
MENTORSHIP,DEFAULT,Mentorship,1,3,Act as an onboarding buddy
MENTORSHIP,DEFAULT,Mentorship,1,4,Finds ways to ramp up and engage new team members
MENTORSHIP,DEFAULT,Mentorship,1,5,
MENTORSHIP,DEFAULT,Mentorship,1,6,
MENTORSHIP,DEFAULT,Mentorship,2,1,Takes time to understand and explain concepts and best practices
MENTORSHIP,DEFAULT,Mentorship,2,2,Makes themself available for informal support and advice
MENTORSHIP,DEFAULT,Mentorship,2,3,Provides sound advice when asked
MENTORSHIP,DEFAULT,Mentorship,2,4,"Offers unprompted feedback to help growth, with empathy"
MENTORSHIP,DEFAULT,Mentorship,2,5,Avoids siloing information when it can be usefully shared with others
MENTORSHIP,DEFAULT,Mentorship,2,6,
MENTORSHIP,DEFAULT,Mentorship,3,1,"Asks questions to illuminate concepts, rather than stating them"
MENTORSHIP,DEFAULT,Mentorship,3,2,Uses lessons learned to guide individuals and teams
MENTORSHIP,DEFAULT,Mentorship,3,3,Finds approaches that work best for a team member's personality
MENTORSHIP,DEFAULT,Mentorship,3,4,"Brings resources, critical readings, opportunities, or experiences to the attention of others"
MENTORSHIP,DEFAULT,Mentorship,3,5,Acts as a sounding board for peers and more junior team members
MENTORSHIP,DEFAULT,Mentorship,3,6,
MENTORSHIP,DEFAULT,Mentorship,4,1,Defines an entire curriculum for a discipline
MENTORSHIP,DEFAULT,Mentorship,4,2,Draws positive attention to well-modeled mentor and teaching behaviors
MENTORSHIP,DEFAULT,Mentorship,4,3,Provides discipline support
MENTORSHIP,DEFAULT,Mentorship,4,4,Exhibits enthusiasm in sharing knowledge and expertise
MENTORSHIP,DEFAULT,Mentorship,4,5,Demonstrates a positive attitude and acts as a positive role model
MENTORSHIP,DEFAULT,Mentorship,4,6,Helps individuals find new and challenging opportunities within the organization
MENTORSHIP,DEFAULT,Mentorship,5,1,Empowers team members to develop themselves
MENTORSHIP,DEFAULT,Mentorship,5,2,Models productive and healthy mentor relationships
MENTORSHIP,DEFAULT,Mentorship,5,3,Is open to experimenting and learning practices that are new to the field
MENTORSHIP,DEFAULT,Mentorship,5,4,Helps individuals to move out their comfort zone
MENTORSHIP,DEFAULT,Mentorship,5,5,
MENTORSHIP,DEFAULT,Mentorship,5,6,
INFLUENCE,DEFAULT,Influence,1,1,Has project/team-level impact
INFLUENCE,DEFAULT,Influence,1,2,Shares personal and organizational successes with their network
INFLUENCE,DEFAULT,Influence,1,3,Communicates genuine and honest excitement about their work externally
INFLUENCE,DEFAULT,Influence,1,4,Represents their team well to others in the company
INFLUENCE,DEFAULT,Influence,1,5,
INFLUENCE,DEFAULT,Influence,1,6,
INFLUENCE,DEFAULT,Influence,2,1,Takes meaningful action to introduce people to Palantir
INFLUENCE,DEFAULT,Influence,2,2,Represents Palantir appropriately and is well aligned with our core values
INFLUENCE,DEFAULT,Influence,2,3,Finds ways to help teammates achieve their goals. Inspires teamwork
INFLUENCE,DEFAULT,Influence,2,4,Shares their experience and expertise to help others grow
INFLUENCE,DEFAULT,Influence,2,5,"Listens to everyone's opinion, and encourages people to speak up"
INFLUENCE,DEFAULT,Influence,2,6,
INFLUENCE,DEFAULT,Influence,3,1,Acts as a highly-visible mentor or participant in organizations other than Palantir
INFLUENCE,DEFAULT,Influence,3,2,Builds fruitful partnerships with clients
INFLUENCE,DEFAULT,Influence,3,3,Uses the advice process to make decisions
INFLUENCE,DEFAULT,Influence,3,4,Identifies and advocates for foundational work and practice improvements in their discipline
INFLUENCE,DEFAULT,Influence,3,5,Starts to broaden their impact. Considers effects of their work on other team and identifies and helps resolves team issues
INFLUENCE,DEFAULT,Influence,3,6,Builds network of influence to support project outcomes
INFLUENCE,DEFAULT,Influence,4,1,Establishes themself as an industry thought leader who attracts talent
INFLUENCE,DEFAULT,Influence,4,2,Educates others about the work of the team
INFLUENCE,DEFAULT,Influence,4,3,"Leads initiatives across disciplines, even outside their core expertise. Coordinates large and complex projects, including with outside partners"
INFLUENCE,DEFAULT,Influence,4,4,"Contributes to the foundational good of their discipline, defining patterns and plays"
INFLUENCE,DEFAULT,Influence,4,5,Effectively considers effects of their work on other teams and identifies and helps resolves team issues
INFLUENCE,DEFAULT,Influence,4,6,"Incredibly knowledgeable in their area of experitse, often to a degree recognized far beyond our walls"
INFLUENCE,DEFAULT,Influence,5,1,"Delivers key messages to broad, mainstream audiences"
INFLUENCE,DEFAULT,Influence,5,2,Influences industry thought leaders to speak favorably about Palantir
INFLUENCE,DEFAULT,Influence,5,3,Has high impact on company's trajectory
INFLUENCE,DEFAULT,Influence,5,4,Drives foundational work benefitting their discipline and entire organization
INFLUENCE,DEFAULT,Influence,5,5,Serves as a strategic advisor to company leaders and is a positive and influential leader across the entire organization
INFLUENCE,DEFAULT,Influence,5,6,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,1,1,"Demonstrates an understanding of individuals' roles, goals, and interests"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,1,2,Demonstrates concern for the well-being of people
CHAPTER_ONE,MANAGEMENT,Servant Leadership,1,3,Actively listens
CHAPTER_ONE,MANAGEMENT,Servant Leadership,1,4,Treats people with respect
CHAPTER_ONE,MANAGEMENT,Servant Leadership,1,5,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,1,6,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,2,1,"Uses an understanding of the organization's processes, systems and policies to engage with colleagues"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,2,2,"Assumes positive intent of others, approaching every interaction with kindness and good humor"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,2,3,Empathetically listens
CHAPTER_ONE,MANAGEMENT,Servant Leadership,2,4,"Communicates difficult or negative messages in an honest, accurate, and respectful manner"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,2,5,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,2,6,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,3,1,Helps people develop and perform as highly as possible
CHAPTER_ONE,MANAGEMENT,Servant Leadership,3,2,Uses awareness and understanding of the organization's culture to implement change initiatives
CHAPTER_ONE,MANAGEMENT,Servant Leadership,3,3,Is able to deeply understand and empathize with others
CHAPTER_ONE,MANAGEMENT,Servant Leadership,3,4,Delivers persuasive and compelling messages
CHAPTER_ONE,MANAGEMENT,Servant Leadership,3,5,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,3,6,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,4,1,"Always looks to enhance the development of their team members in ways that unlock potential, creativity and sense of purpose"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,4,2,"Uses an understanding of the organization's culture and environment to develop and implement strategic plans, implement needed changes, and resolve talent needs and issues"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,4,3,"Informs a person affected by a decision about what is happening, ensuring that the group has all of the necessary information"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,4,4,"Provides visible leadership that ""walks the talk.""  Sets high performance standards for self, acting as a role model for the team"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,4,5,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,4,6,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,5,1,"Focus on bringing their best self to your work, and making space for others to do so as well"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,5,2,"Uses an understanding of complex relationships among organizational leaders to facilitate the strategy, implementation and maintenance of initiatives proposed by other executives"
CHAPTER_ONE,MANAGEMENT,Servant Leadership,5,3,Uses storytelling to create a positive and engaging environment for teams and clients
CHAPTER_ONE,MANAGEMENT,Servant Leadership,5,4,Leverages relationships to best support and develop individuals
CHAPTER_ONE,MANAGEMENT,Servant Leadership,5,5,
CHAPTER_ONE,MANAGEMENT,Servant Leadership,5,6,
CHAPTER_TWO,MANAGEMENT,Coaching,1,1,Helps individuals to think for themselves about possible impacts and solutions to a problem by asking open ended questions
CHAPTER_TWO,MANAGEMENT,Coaching,1,2,Demonstrates a positive outlook on things
CHAPTER_TWO,MANAGEMENT,Coaching,1,3,
CHAPTER_TWO,MANAGEMENT,Coaching,1,4,
CHAPTER_TWO,MANAGEMENT,Coaching,1,5,
CHAPTER_TWO,MANAGEMENT,Coaching,1,6,
CHAPTER_TWO,MANAGEMENT,Coaching,2,1,Shows confidence in other's ability and willingness to face challenges and solve problem
CHAPTER_TWO,MANAGEMENT,Coaching,2,2,Helps people to gain awareness of current situations
CHAPTER_TWO,MANAGEMENT,Coaching,2,3,Demonstrates curiosity
CHAPTER_TWO,MANAGEMENT,Coaching,2,4,
CHAPTER_TWO,MANAGEMENT,Coaching,2,5,
CHAPTER_TWO,MANAGEMENT,Coaching,2,6,
CHAPTER_TWO,MANAGEMENT,Coaching,3,1,Demonstrates the ability to understand what issues exist that limit individual's ability to perform the task or accomplish the objectives
CHAPTER_TWO,MANAGEMENT,Coaching,3,2,Determines whether people need help to remove barriers or if they are able to tackle them by themselves
CHAPTER_TWO,MANAGEMENT,Coaching,3,3,
CHAPTER_TWO,MANAGEMENT,Coaching,3,4,
CHAPTER_TWO,MANAGEMENT,Coaching,3,5,
CHAPTER_TWO,MANAGEMENT,Coaching,3,6,
CHAPTER_TWO,MANAGEMENT,Coaching,4,1,Partners with people to define actions based on their own abilities and knowledge
CHAPTER_TWO,MANAGEMENT,Coaching,4,2,"Supports people's progress, celebrates their wins and encourages them to find new paths if their original plan of action does not work out as expected"
CHAPTER_TWO,MANAGEMENT,Coaching,4,3,Demonstrates the ability to encourage meaningful thoughts that can help the other person address a challenge or break through to a new level of performance
CHAPTER_TWO,MANAGEMENT,Coaching,4,4,
CHAPTER_TWO,MANAGEMENT,Coaching,4,5,
CHAPTER_TWO,MANAGEMENT,Coaching,4,6,
CHAPTER_TWO,MANAGEMENT,Coaching,5,1,Focuses on empowering their team members to discover solutions for themselves
CHAPTER_TWO,MANAGEMENT,Coaching,5,2,Coaches senior leaders on creating positive working relationships with their teams and clients
CHAPTER_TWO,MANAGEMENT,Coaching,5,3,
CHAPTER_TWO,MANAGEMENT,Coaching,5,4,
CHAPTER_TWO,MANAGEMENT,Coaching,5,5,
CHAPTER_TWO,MANAGEMENT,Coaching,5,6,
CHAPTER_THREE,MANAGEMENT,Facilitation,1,1,Actively seeks views from a range of colleagues to help gain understanding
CHAPTER_THREE,MANAGEMENT,Facilitation,1,2,Contributes to creating an inclusive environment
CHAPTER_THREE,MANAGEMENT,Facilitation,1,3,
CHAPTER_THREE,MANAGEMENT,Facilitation,1,4,
CHAPTER_THREE,MANAGEMENT,Facilitation,1,5,
CHAPTER_THREE,MANAGEMENT,Facilitation,1,6,
CHAPTER_THREE,MANAGEMENT,Facilitation,2,1,Is becoming comfortable in mediating escalated conflicts
CHAPTER_THREE,MANAGEMENT,Facilitation,2,2,Builds consensus among people and teams
CHAPTER_THREE,MANAGEMENT,Facilitation,2,3,
CHAPTER_THREE,MANAGEMENT,Facilitation,2,4,
CHAPTER_THREE,MANAGEMENT,Facilitation,2,5,
CHAPTER_THREE,MANAGEMENT,Facilitation,2,6,
CHAPTER_THREE,MANAGEMENT,Facilitation,3,1,"Understands what drives and motivates the project team, and their capabilities and is aware of differences"
CHAPTER_THREE,MANAGEMENT,Facilitation,3,2,"Resolves and/or mediates conflicts in a respectful, appropriate and impartial manner"
CHAPTER_THREE,MANAGEMENT,Facilitation,3,3,Takes time to understand how individuals and teams are performing and working together to deliver the project outcomes
CHAPTER_THREE,MANAGEMENT,Facilitation,3,4,
CHAPTER_THREE,MANAGEMENT,Facilitation,3,5,
CHAPTER_THREE,MANAGEMENT,Facilitation,3,6,
CHAPTER_THREE,MANAGEMENT,Facilitation,4,1,"Understands themselves and the individuals in the project team, what drives and motivates them personally, and their individual capabilities"
CHAPTER_THREE,MANAGEMENT,Facilitation,4,2,Is able to facilitate difficult interactions among stakeholders to achieve outcomes
CHAPTER_THREE,MANAGEMENT,Facilitation,4,3,Is focused on the big picture
CHAPTER_THREE,MANAGEMENT,Facilitation,4,4,
CHAPTER_THREE,MANAGEMENT,Facilitation,4,5,
CHAPTER_THREE,MANAGEMENT,Facilitation,4,6,
CHAPTER_THREE,MANAGEMENT,Facilitation,5,1,Uses their understanding of individuals and teams to make the project strategy tangible to individuals and teams
CHAPTER_THREE,MANAGEMENT,Facilitation,5,2,Serves as a positive role model for productive conflict
CHAPTER_THREE,MANAGEMENT,Facilitation,5,3,"Encourages productive and respectful task-related conflict, using it to facilitate change"
CHAPTER_THREE,MANAGEMENT,Facilitation,5,4,"Resolves complex organizational dysfunction, or persistent conflict at senior levels	"
CHAPTER_THREE,MANAGEMENT,Facilitation,5,5,
CHAPTER_THREE,MANAGEMENT,Facilitation,5,6,
CHAPTER_FOUR,MANAGEMENT,Motivation,1,1,Contributes to generating commitment in individuals and the team
CHAPTER_FOUR,MANAGEMENT,Motivation,1,2,Speaks positively and enthusiastically about the organization's products/services and future direction
CHAPTER_FOUR,MANAGEMENT,Motivation,1,3,
CHAPTER_FOUR,MANAGEMENT,Motivation,1,4,
CHAPTER_FOUR,MANAGEMENT,Motivation,1,5,
CHAPTER_FOUR,MANAGEMENT,Motivation,1,6,
CHAPTER_FOUR,MANAGEMENT,Motivation,2,1,Creates a fun and energetic environment that promotes creativity
CHAPTER_FOUR,MANAGEMENT,Motivation,2,2,Validates ongoing work and sustains motivation
CHAPTER_FOUR,MANAGEMENT,Motivation,2,3,"Establishes challenging, yet realistic, performance goals that tap into people's interests"
CHAPTER_FOUR,MANAGEMENT,Motivation,2,4,
CHAPTER_FOUR,MANAGEMENT,Motivation,2,5,
CHAPTER_FOUR,MANAGEMENT,Motivation,2,6,
CHAPTER_FOUR,MANAGEMENT,Motivation,3,1,"Recognizes individual and team performance, even when things go wrong"
CHAPTER_FOUR,MANAGEMENT,Motivation,3,2,Empowers a team to drive forward amidst uncertainty
CHAPTER_FOUR,MANAGEMENT,Motivation,3,3,Models excellence and enthusiasm for the work
CHAPTER_FOUR,MANAGEMENT,Motivation,3,4,
CHAPTER_FOUR,MANAGEMENT,Motivation,3,5,
CHAPTER_FOUR,MANAGEMENT,Motivation,3,6,
CHAPTER_FOUR,MANAGEMENT,Motivation,4,1,"Empowers the project team and individuals. Expresses positive expectations of others regarding their abilities or potentials, even in challenging cases. Believes others want to and can learn"
CHAPTER_FOUR,MANAGEMENT,Motivation,4,2,Ensures that the self-realization and practical needs of the project team are met
CHAPTER_FOUR,MANAGEMENT,Motivation,4,3,
CHAPTER_FOUR,MANAGEMENT,Motivation,4,4,
CHAPTER_FOUR,MANAGEMENT,Motivation,4,5,
CHAPTER_FOUR,MANAGEMENT,Motivation,4,6,
CHAPTER_FOUR,MANAGEMENT,Motivation,5,1,Demonstrates the ability to use others as a sounding board for generating ideas and plans; acknowledges their expertise or perspective when asking for their opinions
CHAPTER_FOUR,MANAGEMENT,Motivation,5,2,Ability to find and use successes to celebrate progress towards the vision
CHAPTER_FOUR,MANAGEMENT,Motivation,5,3,Sets clear goals and a desired future state that is compelling and realistic for stakeholders
CHAPTER_FOUR,MANAGEMENT,Motivation,5,4,
CHAPTER_FOUR,MANAGEMENT,Motivation,5,5,
CHAPTER_FOUR,MANAGEMENT,Motivation,5,6,
CHAPTER_ONE,ENGINEERING,Foundations,1,1,Is building proficiency with our tech stack and becoming comfortable with learning new technologies and skills
CHAPTER_ONE,ENGINEERING,Foundations,1,2,"Has experience with development best practices, Palantir's chosen technology stack, web accessibility, and web development frameworks"
CHAPTER_ONE,ENGINEERING,Foundations,1,3,Is able to perform assigned tasks and tickets with occasional assistance
CHAPTER_ONE,ENGINEERING,Foundations,1,4,Is able to hlep estimate tickets while working on refining estimation skills
CHAPTER_ONE,ENGINEERING,Foundations,1,5,
CHAPTER_ONE,ENGINEERING,Foundations,1,6,
CHAPTER_ONE,ENGINEERING,Foundations,2,1,"Focuses on expanding experience and proficiency in our code base, with solid understanding of relevant areas"
CHAPTER_ONE,ENGINEERING,Foundations,2,2,"Is well-versed with development best practices, Palantir's chosen technology stack, web accessibility, and core development tools"
CHAPTER_ONE,ENGINEERING,Foundations,2,3,Able to perform assigned tasks and tickets close to estimated time with minimal assistance
CHAPTER_ONE,ENGINEERING,Foundations,2,4,Learns new areas of code base and new tech very quickly
CHAPTER_ONE,ENGINEERING,Foundations,2,5,Is able to provide reliable estimates for tickets with context
CHAPTER_ONE,ENGINEERING,Foundations,2,6,
CHAPTER_ONE,ENGINEERING,Foundations,3,1,Independently scopes and implements solutions for their project/team
CHAPTER_ONE,ENGINEERING,Foundations,3,2,"Is proficient in all relevant technical skills, and is able to move quickly. Maintains awareness of industry trends and tools"
CHAPTER_ONE,ENGINEERING,Foundations,3,3,Contributes to open source Work
CHAPTER_ONE,ENGINEERING,Foundations,3,4,Demonstrates the ability to come up with solid technical solutions to ambiguous or open-ended problems
CHAPTER_ONE,ENGINEERING,Foundations,3,5,Often gives support to others in their areas of strongest skill
CHAPTER_ONE,ENGINEERING,Foundations,3,6,Accurately estimates ticketed work
CHAPTER_ONE,ENGINEERING,Foundations,4,1,Has a deep understanding of our architecture and how their domain fits within it. Systematically thinks through potential design impacts on other teams and the company
CHAPTER_ONE,ENGINEERING,Foundations,4,2,"In an expert in our processes, also helps to define them. Keeps tests up to date"
CHAPTER_ONE,ENGINEERING,Foundations,4,3,"Independently scopes, designs, and delivers solutions for large, complex challenges"
CHAPTER_ONE,ENGINEERING,Foundations,4,4,Debugs expertly within their primary focus area
CHAPTER_ONE,ENGINEERING,Foundations,4,5,"Provides oversight, coaching, and guidance through code and design reviews"
CHAPTER_ONE,ENGINEERING,Foundations,4,6,"Incredibly knowledgeable in their aarea of expertise, often to a degree that is recogized far beyond our walls"
CHAPTER_ONE,ENGINEERING,Foundations,5,1,"Is a primary expert in multiple areas of our technology stack, incredibly knowledgeable in several domains"
CHAPTER_ONE,ENGINEERING,Foundations,5,2,Designs and builds industry-leading techniques to solve complex problems
CHAPTER_ONE,ENGINEERING,Foundations,5,3,"Anticipates technical challenges, thoroughly explores alternatives and trade-offs"
CHAPTER_ONE,ENGINEERING,Foundations,5,4,"Focuses on technical decision making, leading work that affects one or more complex systems and mission-critical areas"
CHAPTER_ONE,ENGINEERING,Foundations,5,5,Explores technologies with sizable potential impact for Palantir
CHAPTER_ONE,ENGINEERING,Foundations,5,6,
CHAPTER_TWO,ENGINEERING,Coding,1,1,"Writes code that is sometimes production-ready, but usually requires iteration before shipping"
CHAPTER_TWO,ENGINEERING,Coding,1,2,Is becoming comfortable working with one or two specific disciplines
CHAPTER_TWO,ENGINEERING,Coding,1,3,Receives and integrates feedback from code reviews to ship high-quality code
CHAPTER_TWO,ENGINEERING,Coding,1,4,Participates in code reviews and technical design
CHAPTER_TWO,ENGINEERING,Coding,1,5,Receives and incorporates feedback from PR reviews
CHAPTER_TWO,ENGINEERING,Coding,1,6,Performs small PR reviews around functional behavior
CHAPTER_TWO,ENGINEERING,Coding,2,1,Writes code that usually ships promptly by receiving and successfully integrating critical input from code reviews. Work rarely needs to be rewritten before shipping
CHAPTER_TWO,ENGINEERING,Coding,2,2,Follows style guides
CHAPTER_TWO,ENGINEERING,Coding,2,3,Ships maintainable code that works and is understandable by teammates
CHAPTER_TWO,ENGINEERING,Coding,2,4,"Is becoming comfortable diving in and making changes to many areas of code, not just a single area of code"
CHAPTER_TWO,ENGINEERING,Coding,2,5,"Provides helpful, timely code reviews"
CHAPTER_TWO,ENGINEERING,Coding,2,6,Is able to perform code audits
CHAPTER_TWO,ENGINEERING,Coding,3,1,"Consistently delivers code that sets the standard for quality, security, and maintainability"
CHAPTER_TWO,ENGINEERING,Coding,3,2,"Understands large swaths of the code base with a deep knowledge and ability to ""reach in and touch the right levers."" Able to move rapidly as a result"
CHAPTER_TWO,ENGINEERING,Coding,3,3,"Writes consistently reliable code, so that input from code reviewers is high-level only"
CHAPTER_TWO,ENGINEERING,Coding,3,4,"Provides code review feedback that is sought after, respected, and often instructional to others"
CHAPTER_TWO,ENGINEERING,Coding,3,5,Writes meaningful code reviews
CHAPTER_TWO,ENGINEERING,Coding,3,6,Sets the standards for performing code audits
CHAPTER_TWO,ENGINEERING,Coding,4,1,Has mastered the skills necessary to ship quickly
CHAPTER_TWO,ENGINEERING,Coding,4,2,Has built mastery in some relevant technical skills; good understanding of full stack
CHAPTER_TWO,ENGINEERING,Coding,4,3,Provides mentorship and technical guidance to more junior teammates
CHAPTER_TWO,ENGINEERING,Coding,4,4,"Writes highly insightful, comprehensive code reviews"
CHAPTER_TWO,ENGINEERING,Coding,4,5,
CHAPTER_TWO,ENGINEERING,Coding,4,6,
CHAPTER_TWO,ENGINEERING,Coding,5,1,Is capable of building an entire complex product from scratch and requires significant R&D effort
CHAPTER_TWO,ENGINEERING,Coding,5,2,Is seen as a leader who advances the state of the art and a contributor to the broader technical community
CHAPTER_TWO,ENGINEERING,Coding,5,3,Demonstrates the ability to resolve technical problems without little context
CHAPTER_TWO,ENGINEERING,Coding,5,4,"Constantly learning new technologies, can navigate and make legacy code maintainable"
CHAPTER_TWO,ENGINEERING,Coding,5,5,
CHAPTER_TWO,ENGINEERING,Coding,5,6,
CHAPTER_THREE,ENGINEERING,DevOps,1,1,Is building proficiency in creating solutions using tools and automation to improve operations
CHAPTER_THREE,ENGINEERING,DevOps,1,2,"Understands common software development tools and processes, including version control, issue tracking, and continuous build"
CHAPTER_THREE,ENGINEERING,DevOps,1,3,
CHAPTER_THREE,ENGINEERING,DevOps,1,4,
CHAPTER_THREE,ENGINEERING,DevOps,1,5,
CHAPTER_THREE,ENGINEERING,DevOps,1,6,
CHAPTER_THREE,ENGINEERING,DevOps,2,1,"Focuses on expanding experience and proficiency in DevOps practices, with solid understanding of operating systems"
CHAPTER_THREE,ENGINEERING,DevOps,2,2,"Understands web application development, server deployment and upkeep, and general networking practices"
CHAPTER_THREE,ENGINEERING,DevOps,2,3,Modifies existing software to correct errors with guidance
CHAPTER_THREE,ENGINEERING,DevOps,2,4,"Supports and improves our tools for continuous integration, automated testing, and release management with guidance"
CHAPTER_THREE,ENGINEERING,DevOps,2,5,
CHAPTER_THREE,ENGINEERING,DevOps,2,6,
CHAPTER_THREE,ENGINEERING,DevOps,3,1,Enhances and streamlines operational processes through automation and integration without guidance
CHAPTER_THREE,ENGINEERING,DevOps,3,2,Deploys and administers server-hosted software solutions
CHAPTER_THREE,ENGINEERING,DevOps,3,3,"Modifies existing software to correct errors, adapt to new hardware, or improve performance"
CHAPTER_THREE,ENGINEERING,DevOps,3,4,Is able to debug problems throughout the stack
CHAPTER_THREE,ENGINEERING,DevOps,3,5,
CHAPTER_THREE,ENGINEERING,DevOps,3,6,
CHAPTER_THREE,ENGINEERING,DevOps,4,1,Analyzes user needs and software requirements to determine feasibility of design within time and cost constraints
CHAPTER_THREE,ENGINEERING,DevOps,4,2,Responds to the needs of project managers and engineers to customize hosted tools to improve team efficiency
CHAPTER_THREE,ENGINEERING,DevOps,4,3,Uses scientific analysis and mathematical models to predict and measure outcomes and consequences of design
CHAPTER_THREE,ENGINEERING,DevOps,4,4,
CHAPTER_THREE,ENGINEERING,DevOps,4,5,
CHAPTER_THREE,ENGINEERING,DevOps,4,6,
CHAPTER_THREE,ENGINEERING,DevOps,5,1,"Drives capacity for triaging and handling operational issues while advising the team on the process of writing code and engineering systems that will make their entire code base more reliable, testable, and scalable"
CHAPTER_THREE,ENGINEERING,DevOps,5,2,Is seen as an expert who aadvances the state of the art and is a contributer to the broader technical community
CHAPTER_THREE,ENGINEERING,DevOps,5,3,Creates innovative and comprehensive tools and practices to improve deployment and testing
CHAPTER_THREE,ENGINEERING,DevOps,5,4,
CHAPTER_THREE,ENGINEERING,DevOps,5,5,
CHAPTER_THREE,ENGINEERING,DevOps,5,6,
CHAPTER_FOUR,ENGINEERING,Craft,1,1,"Tests new code thoroughly, both locally and in production once shipped"
CHAPTER_FOUR,ENGINEERING,Craft,1,2,Writes tests for every new feature and bug fix with guidance
CHAPTER_FOUR,ENGINEERING,Craft,1,3,Writes clear comments and documentation
CHAPTER_FOUR,ENGINEERING,Craft,1,4,"Works effectively within established web client architectures such as HTML, PHP, and JavaScript, following current best practices"
CHAPTER_FOUR,ENGINEERING,Craft,1,5,
CHAPTER_FOUR,ENGINEERING,Craft,1,6,
CHAPTER_FOUR,ENGINEERING,Craft,2,1,Refactors existing code to make it more testable
CHAPTER_FOUR,ENGINEERING,Craft,2,2,Adds tests for uncovered areas
CHAPTER_FOUR,ENGINEERING,Craft,2,3,Deletes unnecessary code and deprecates proactively when safe to do so
CHAPTER_FOUR,ENGINEERING,Craft,2,4,Assesses correctness and utility of existing code and avoids blind copy-pasting
CHAPTER_FOUR,ENGINEERING,Craft,2,5,Generalizes code when appropriate
CHAPTER_FOUR,ENGINEERING,Craft,2,6,Develops new instances of or minor improvements to existing architecture
CHAPTER_FOUR,ENGINEERING,Craft,3,1,Implements systems that enable better testing
CHAPTER_FOUR,ENGINEERING,Craft,3,2,Gives thoughtful code reviews as a domain expert
CHAPTER_FOUR,ENGINEERING,Craft,3,3,"Adds tooling to improve code quality, security, and maintainability"
CHAPTER_FOUR,ENGINEERING,Craft,3,4,
CHAPTER_FOUR,ENGINEERING,Craft,3,5,
CHAPTER_FOUR,ENGINEERING,Craft,3,6,
CHAPTER_FOUR,ENGINEERING,Craft,4,1,"Builds complex, reusable architectures that pioneer best practices and enable engineers to work more effectively"
CHAPTER_FOUR,ENGINEERING,Craft,4,2,Consistently keeps the team focused on quality
CHAPTER_FOUR,ENGINEERING,Craft,4,3,Coordinates priorities and projects
CHAPTER_FOUR,ENGINEERING,Craft,4,4,Iterates repeatedly to develop and refine Palantir's best practices
CHAPTER_FOUR,ENGINEERING,Craft,4,5,Acts as primary maintainer for existing critical systems
CHAPTER_FOUR,ENGINEERING,Craft,4,6,
CHAPTER_FOUR,ENGINEERING,Craft,5,1,Defines policies for the engineering discipline that encourage quality work
CHAPTER_FOUR,ENGINEERING,Craft,5,2,Identifies and eliminates single points of failure throughout the discipline
CHAPTER_FOUR,ENGINEERING,Craft,5,3,Identifies and solves systemic problems with current architecture
CHAPTER_FOUR,ENGINEERING,Craft,5,4,"Creates a compelling technical vision with company-level impact, anticipating future needs"
CHAPTER_FOUR,ENGINEERING,Craft,5,5,
CHAPTER_FOUR,ENGINEERING,Craft,5,6,
CHAPTER_ONE,FRONTEND,Foundations,1,1,Is building proficiency with our web technologies and becoming comfortable with learning new technologies and skills
CHAPTER_ONE,FRONTEND,Foundations,1,2,"Has experience with web development frameworks, HTML, CSS, JavaScript, and website accessibility"
CHAPTER_ONE,FRONTEND,Foundations,1,3,Is ble to perform assigned tasks and tickets with occasional assistance
